time,latitude,longitude,DHW
2025-08-02T12:00:00Z,-24.425,149.075,0.0
2025-08-02T12:00:00Z,-24.425,149.125,0.0
2025-08-02T12:00:00Z,-24.425,149.175,0.0
2025-08-02T12:00:00Z,-24.425,149.225,0.0
2025-08-02T12:00:00Z,-24.425,149.275,0.0
2025-08-02T12:00:00Z,-24.425,149.325,0.0
2025-08-02T12:00:00Z,-24.425,149.375,0.0
2025-08-02T12:00:00Z,-24.425,149.425,0.0
2025-08-02T12:00:00Z,-24.425,149.475,0.0
2025-08-02T12:00:00Z,-24.425,149.525,0.0
2025-08-02T12:00:00Z,-24.425,149.575,0.0
2025-08-02T12:00:00Z,-24.425,149.625,0.0
2025-08-02T12:00:00Z,-24.425,149.675,0.0
2025-08-02T12:00:00Z,-24.425,149.725,0.0
2025-08-02T12:00:00Z,-24.425,149.775,0.0
2025-08-02T12:00:00Z,-24.425,149.825,0.0
2025-08-02T12:00:00Z,-24.425,149.875,0.0
2025-08-02T12:00:00Z,-24.425,149.925,0.0
2025-08-02T12:00:00Z,-24.425,149.975,0.0
2025-08-02T12:00:00Z,-24.425,150.025,0.0
2025-08-02T12:00:00Z,-24.425,150.075,0.0
2025-08-02T12:00:00Z,-24.425,150.125,0.0
2025-08-02T12:00:00Z,-24.425,150.175,0.0
2025-08-02T12:00:00Z,-24.425,150.225,0.0
2025-08-02T12:00:00Z,-24.425,150.275,0.0
2025-08-02T12:00:00Z,-24.425,150.325,0.0
2025-08-02T12:00:00Z,-24.425,150.375,0.0
2025-08-02T12:00:00Z,-24.425,150.425,0.0
2025-08-02T12:00:00Z,-24.425,150.475,0.0
2025-08-02T12:00:00Z,-24.425,150.525,0.0
2025-08-02T12:00:00Z,-24.425,150.575,0.0
2025-08-02T12:00:00Z,-24.425,150.625,0.0
2025-08-02T12:00:00Z,-24.425,150.675,0.0
2025-08-02T12:00:00Z,-24.425,150.725,0.0
2025-08-02T12:00:00Z,-24.425,150.775,0.0
2025-08-02T12:00:00Z,-24.425,150.825,0.0
2025-08-02T12:00:00Z,-24.425,150.875,0.0
2025-08-02T12:00:00Z,-24.425,150.925,0.0
2025-08-02T12:00:00Z,-24.425,150.975,0.0
2025-08-02T12:00:00Z,-24.425,151.025,0.0
2025-08-02T12:00:00Z,-24.425,151.075,0.0
2025-08-02T12:00:00Z,-24.425,151.125,0.0
2025-08-02T12:00:00Z,-24.425,151.175,0.0
2025-08-02T12:00:00Z,-24.425,151.225,0.0
2025-08-02T12:00:00Z,-24.425,151.275,0.0
2025-08-02T12:00:00Z,-24.425,151.325,0.0
